Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,y_labels
1,302.4,310.6207583223036,1364,54.3443603532455,156,0,Heat Dissipation Failure
1,301.74129146910593,310.24129146910593,1311,57.51871297367966,40,0,Heat Dissipation Failure
1,302.4858040183628,310.3,1326,58.33776020986064,55,0,Heat Dissipation Failure
1,302.5845468920997,310.96008382080885,1366,54.50041910404419,148,0,Heat Dissipation Failure
1,302.6925125910763,310.7571826153633,1315,58.02307181389191,228,0,Heat Dissipation Failure
1,302.4799375345513,310.8177291935399,1334,53.013374976965814,163,0,Heat Dissipation Failure
1,302.22800439569886,310.4719956043012,1319,57.46794395483998,87,0,Heat Dissipation Failure
1,302.12840486795204,310.1,1359,55.00739269807193,64,0,Heat Dissipation Failure
1,301.9040475640277,309.9,1310,54.84936350212636,193,0,Heat Dissipation Failure
1,303.4,311.8941866208973,1299,63.144260716651225,59,0,Heat Dissipation Failure
1,302.38582327053825,310.22835345892344,1350,45.33391603611862,167,0,Heat Dissipation Failure
1,302.57774789558226,310.3557647309242,1326,61.176134257024046,93,0,Heat Dissipation Failure
1,302.50029411528214,310.3003594742337,1325,58.49852942358942,54,0,Heat Dissipation Failure
1,302.25145680813614,310.5313909224851,1343,49.44013177130206,136,0,Heat Dissipation Failure
1,301.7543092914625,310.2543092914625,1337,49.97455685181847,66,0,Heat Dissipation Failure
1,301.84682508985924,310.34682508985924,1267,63.9,28,0,Heat Dissipation Failure
2,302.65149191901406,310.4595765991784,1351,42.06679444542274,9,0,Heat Dissipation Failure
1,302.5874933324351,310.81245332704543,1330,51.82490665409091,153,0,Heat Dissipation Failure
1,302.22824974816183,310.64237462224276,1346,48.76212890349177,135,0,Heat Dissipation Failure
1,302.99821480377517,311.0560725683054,1323,56.9892888226512,9,0,Heat Dissipation Failure
1,302.3107188427621,310.2404792285081,1375,50.307188427621284,163,0,Heat Dissipation Failure
1,302.5913054922943,310.66983845863626,1299,54.135854973248094,223,0,Heat Dissipation Failure
1,302.9794341705106,311.1206166159801,1320,55.86159591548664,228,0,Heat Dissipation Failure
1,302.0575279846593,310.3684944030681,1371,51.95204477545492,155,0,Heat Dissipation Failure
1,302.223672399999,310.30473447999975,1307,56.247920720002234,29,0,Heat Dissipation Failure
1,303.3514627628795,311.7029255257591,1339,51.756649237804595,198,0,Heat Dissipation Failure
1,303.23539058262566,311.47078116525137,1260,51.237894650559845,223,0,Heat Dissipation Failure
1,302.2411084160767,310.819399428988,1326,45.306235377342894,208,0,Heat Dissipation Failure
1,303.2331755849325,311.466351169865,1249,55.66161871784023,224,0,Heat Dissipation Failure
1,302.4,310.87009827209585,1350,47.40072516383006,149,0,Heat Dissipation Failure
1,302.2115452323386,310.6115452323386,1356,56.942273838306875,105,0,Heat Dissipation Failure
1,302.0657494229985,310.3917448069864,1289,60.6532205729232,116,0,Heat Dissipation Failure
1,302.3751573288921,310.7362334780272,1334,53.08322844740526,161,0,Heat Dissipation Failure
1,302.36556953464725,310.7655695346472,1364,59.218565115490755,98,0,Heat Dissipation Failure
1,303.4,311.80534361570216,1315,51.59467004127633,68,0,Heat Dissipation Failure
1,302.0233087113453,309.9739852268072,1368,47.66150076285171,177,0,Heat Dissipation Failure
1,302.4346885616939,310.667344280847,1278,57.58678652348433,24,0,Heat Dissipation Failure
1,301.9842390299161,309.99211951495806,1344,62.4,107,0,Heat Dissipation Failure
1,302.1759356502674,310.1207485202139,1374,49.99005251144407,170,0,Heat Dissipation Failure
1,302.3750103947038,310.21249480264805,1345,62.13760914439025,106,0,Heat Dissipation Failure
1,302.3053373059125,310.7053373059125,1341,47.789677591259334,109,0,Heat Dissipation Failure
1,302.78316983194435,310.7663396638887,1365,53.078678781251924,66,0,Heat Dissipation Failure
1,302.27080056053285,310.35839887893434,1358,52.317476569413294,52,0,Heat Dissipation Failure
1,302.4,310.6848294103975,1349,45.792613443425104,154,0,Heat Dissipation Failure
1,302.71453312630047,311.01843803608585,1369,51.89392206453238,122,0,Heat Dissipation Failure
1,301.90621410749566,309.7789955572,1298,64.95413912721735,227,0,Heat Dissipation Failure
1,301.37102185964864,309.6855109298243,1343,62.4,110,0,Heat Dissipation Failure
1,302.7600914079554,311.02006855596653,1356,47.57001142599442,106,0,Heat Dissipation Failure
1,302.0207583342429,309.906293890041,1303,63.083620548703514,228,0,Heat Dissipation Failure
1,302.4735519223548,310.3811085159677,1348,55.32291951158111,186,0,Heat Dissipation Failure
2,303.01290418931404,311.21290418931403,1373,48.161287432057954,64,0,Heat Dissipation Failure
1,303.3440662317311,311.5090386351765,1360,46.17513798277321,62,0,Heat Dissipation Failure
1,302.19648205607825,310.1643213707188,1377,49.16482056078228,165,0,Heat Dissipation Failure
1,302.62842593234916,311.0302662077182,1328,50.780578772753785,202,0,Heat Dissipation Failure
1,303.2312143086391,311.5853571810651,1364,50.2975002674558,108,0,Heat Dissipation Failure
1,301.9055465987141,309.97539042765294,1336,60.11039295369522,182,0,Heat Dissipation Failure
1,302.1401334628328,310.09210677026624,1374,50.42106770266251,170,0,Heat Dissipation Failure
1,301.94254808858585,310.06846592287417,1333,60.05399904847559,184,0,Heat Dissipation Failure
1,302.65161151832757,310.59538952880047,1345,47.795837696366796,169,0,Heat Dissipation Failure
1,302.3073292495661,310.87068300173564,1366,48.202110261715546,131,0,Heat Dissipation Failure
1,301.8205372079675,310.141074415935,1319,47.824762222316835,193,0,Heat Dissipation Failure
1,302.731459422422,310.7600479904342,1353,54.019856028697404,190,0,Heat Dissipation Failure
1,302.4359150783114,310.7487320626491,1358,53.4664831855617,107,0,Heat Dissipation Failure
1,302.6264244491906,310.9731213930418,1341,51.17175891973893,162,0,Heat Dissipation Failure
1,301.96894941086515,309.9413696465191,1370,48.03114400611687,178,0,Heat Dissipation Failure
1,302.2729943246005,310.35912429057504,1351,54.46132746852911,65,0,Heat Dissipation Failure
1,303.3314785623717,311.6740857505132,1312,59.48171501026434,42,0,Heat Dissipation Failure
1,302.6476512331904,310.76859073991426,1276,55.125637040343044,25,0,Heat Dissipation Failure
1,303.1537905419359,311.184596847312,1363,46.83349398996293,29,0,Heat Dissipation Failure
2,303.42829807381287,311.56414903690643,1365,46.78680770474857,61,0,Heat Dissipation Failure
1,302.0861567476904,309.97384864087746,1302,58.85542689491736,197,0,Heat Dissipation Failure
1,302.8915495954881,310.7887327939841,1359,53.73379925364181,65,0,Heat Dissipation Failure
1,302.32860326157197,310.664301630786,1357,52.51530437030328,157,0,Heat Dissipation Failure
1,302.6588816506302,311.1050752289315,1365,52.39896696416473,138,0,Heat Dissipation Failure
1,301.90272402810416,309.77029870413884,1304,60.161600593257305,207,0,Heat Dissipation Failure
1,302.39205046504026,310.8880756975604,1348,46.19141965203669,148,0,Heat Dissipation Failure
1,302.2,310.6,1344,49.61761340378414,160,0,Heat Dissipation Failure
1,302.2000367062014,310.62504129447655,1358,57.574921999322,108,0,Heat Dissipation Failure
1,303.3013011468825,311.7164855858237,1366,50.55075790435364,200,0,Heat Dissipation Failure
1,302.3659168970682,310.1329584485341,1323,52.00787258078381,138,0,Heat Dissipation Failure
1,301.803100058898,309.63059340793745,1299,64.72331288963511,228,0,Heat Dissipation Failure
1,302.29681788121604,310.255969316207,1308,61.00397196150574,228,0,Heat Dissipation Failure
1,302.21409514718783,310.61409514718787,1346,47.87587059167646,108,0,Heat Dissipation Failure
1,302.28111315086636,310.25944342456677,1349,61.09224465953029,106,0,Heat Dissipation Failure
2,302.31260173022565,310.13780519067694,1321,52.52777635358287,133,0,Heat Dissipation Failure
1,302.3441236990914,310.1186254336362,1356,54.21817861045812,61,0,Heat Dissipation Failure
2,302.3217380673535,310.6670799100635,1368,51.881993348652266,67,0,Heat Dissipation Failure
1,302.6761961908667,310.5603269847779,1375,51.3857657178003,111,0,Heat Dissipation Failure
0,301.6832333029898,310.1832333029898,1274,63.2768867334224,21,0,Heat Dissipation Failure
1,303.0759231798432,311.34604627048896,1336,57.427415096439155,186,0,Heat Dissipation Failure
1,302.15308339514326,310.0530833951433,1361,48.55042068431191,9,0,Heat Dissipation Failure
1,302.9324508866871,311.0649017733742,1371,49.71985504954029,65,0,Heat Dissipation Failure
1,303.37213157355245,311.7736798194662,1316,50.85819736032871,69,0,Heat Dissipation Failure
1,302.1,310.53624970380537,1376,46.818542604616304,197,0,Heat Dissipation Failure
1,302.5012272932219,310.2027000450882,1329,50.607363759331534,148,0,Heat Dissipation Failure
1,302.01685773817,310.01685773817,1376,48.324713392744954,171,0,Heat Dissipation Failure
1,302.0358422447531,310.0086737958025,1374,49.233548121666914,175,0,Heat Dissipation Failure
1,302.39938591455734,310.7993859145573,1356,56.00307042721343,102,0,Heat Dissipation Failure
1,302.92740511943646,311.2328861433238,1330,53.33277139955095,200,0,Heat Dissipation Failure
1,302.1,310.33489723221754,1377,47.45615876464449,183,0,Heat Dissipation Failure
1,302.1490746266694,310.54907462666944,1343,50.22450747318598,109,0,Heat Dissipation Failure
0,303.2482958982734,311.286221923705,1303,54.75093530354668,42,0,Heat Dissipation Failure
1,301.73037890465645,310.17531575388034,1337,59.14367383370242,110,0,Heat Dissipation Failure
2,302.3681286686965,310.7404572135975,1373,48.08511430339937,69,0,Heat Dissipation Failure
1,302.4347957627092,310.8521798921405,1360,48.508664560869235,37,0,Heat Dissipation Failure
1,302.5151367289985,310.2681152804933,1326,51.364404814424965,146,0,Heat Dissipation Failure
1,303.12743641708374,311.28363343132025,1290,51.62865555366468,212,0,Heat Dissipation Failure
1,301.73683745075846,310.23683745075846,1334,57.25839276884335,53,0,Heat Dissipation Failure
2,302.8434858988554,310.7869717977109,1346,46.50633748245881,7,0,Heat Dissipation Failure
2,301.9443059790089,310.42819471391476,1375,54.87583310235877,125,0,Heat Dissipation Failure
1,303.0749428819864,311.243093544888,1344,54.36204385998061,98,0,Heat Dissipation Failure
1,301.7,310.2,1322,59.6559724789868,44,0,Heat Dissipation Failure
1,302.2001029406525,310.11678676409457,1357,45.50041176261001,6,0,Heat Dissipation Failure
1,301.83924531693805,310.3300111247173,1341,50.40765807779292,63,0,Heat Dissipation Failure
1,301.94671936030153,310.07339560762904,1333,60.02631697254448,184,0,Heat Dissipation Failure
1,302.60722710252173,310.44537850420295,1376,50.7650439226959,110,0,Heat Dissipation Failure
1,302.2406866449091,310.0406866449091,1312,53.60947144472704,136,0,Heat Dissipation Failure
1,302.2023593014546,310.6011796507273,1348,48.47549764654737,160,0,Heat Dissipation Failure
1,302.2234543055953,310.68881795528443,1322,49.135181458392935,74,0,Heat Dissipation Failure
1,302.19937922226114,310.1599379222261,1325,56.711184956107644,85,0,Heat Dissipation Failure
2,302.93085946349663,311.05600147677063,1372,54.33771301991092,117,0,Heat Dissipation Failure
1,302.1668167125353,310.65011253440144,1326,58.73250808105607,89,0,Heat Dissipation Failure
1,302.7541189722915,310.7235316204859,1323,56.354106456204846,58,0,Heat Dissipation Failure
1,302.8225106334254,310.8225106334254,1367,47.30398298651933,15,0,Heat Dissipation Failure
1,302.59110244641306,310.83771712489147,1330,51.87543424978293,153,0,Heat Dissipation Failure
1,302.91674963110984,311.0473743237014,1363,47.78037579926202,106,0,Heat Dissipation Failure
2,302.2121369717335,310.09344747644457,1354,44.483246655465784,6,0,Heat Dissipation Failure
1,302.72004180394646,310.44676420920837,1305,55.427140444726554,20,0,Heat Dissipation Failure
1,302.490891558512,310.381783117024,1349,54.18915585119949,185,0,Heat Dissipation Failure
1,302.4294761363351,310.5393015151135,1371,46.21583238586445,144,0,Heat Dissipation Failure
1,303.06441034912103,311.5974616427611,1366,55.73812800811783,110,0,Heat Dissipation Failure
1,301.701857798136,310.201857798136,1333,49.37136467856383,70,0,Heat Dissipation Failure
1,303.3532347727955,311.8532347727955,1305,63.011460683113796,51,0,Heat Dissipation Failure
1,302.73233324023056,310.83939994413834,1358,47.89380128481831,113,0,Heat Dissipation Failure
1,302.6646387546241,310.7176806226879,1369,47.65912560419151,13,0,Heat Dissipation Failure
1,301.5580846521537,310.0317372101281,1338,59.74670371746204,111,0,Heat Dissipation Failure
1,303.24533981284156,311.5590048596312,1302,45.1,218,0,Heat Dissipation Failure
1,302.0600454223083,310.46004542230827,1339,54.98756990650717,109,0,Heat Dissipation Failure
1,302.7186656535265,310.6842203647986,1369,48.209557750692596,106,0,Heat Dissipation Failure
1,302.0591778177412,310.3734225419294,1318,50.2027727823529,203,0,Heat Dissipation Failure
1,302.26430551145955,310.13692125954964,1353,44.196319686972444,7,0,Heat Dissipation Failure
1,302.491926274835,310.3444555747407,1349,46.08492437323238,168,0,Heat Dissipation Failure
1,303.00108095010586,311.27341515006736,1324,52.55439695087569,224,0,Heat Dissipation Failure
1,302.5992290484249,310.9,1331,51.97725692853273,153,0,Heat Dissipation Failure
1,303.0329542133524,311.3,1335,53.27045786647612,166,0,Heat Dissipation Failure
1,303.2763242088353,311.55264841767064,1317,56.79502310040091,223,0,Heat Dissipation Failure
1,302.1527849901292,310.32360750493535,1352,59.68063489142139,107,0,Heat Dissipation Failure
1,302.12524682021154,310.5126234101058,1282,60.603843502937224,22,0,Heat Dissipation Failure
1,302.4,310.82159409303927,1354,49.510656952791244,150,0,Heat Dissipation Failure
1,302.27605638641455,310.65704228981093,1347,47.50950704830182,108,0,Heat Dissipation Failure
1,302.33600239353734,310.4160043881518,1308,54.33197885708673,150,0,Heat Dissipation Failure
1,302.12519503820295,310.44503900764056,1370,48.99765954156442,148,0,Heat Dissipation Failure
1,302.4,310.52333637657995,1358,51.37272570565108,159,0,Heat Dissipation Failure
1,301.7188784607003,309.93775692140065,1317,48.81593500817178,187,0,Heat Dissipation Failure
1,302.2,310.6,1336,52.213851013224186,159,0,Heat Dissipation Failure
1,302.01600525221403,310.39199737389293,1336,58.36805514824753,109,0,Heat Dissipation Failure
1,302.33292396429596,310.699692973222,1333,52.80122810711205,157,0,Heat Dissipation Failure
1,302.1352723424756,310.3529455315049,1371,51.46472765752439,157,0,Heat Dissipation Failure
0,302.81128945667456,310.7854824277909,1374,52.60160511007083,113,0,Heat Dissipation Failure
1,302.80037512166086,310.95028134124567,1292,56.96814314777848,36,0,Heat Dissipation Failure
1,303.1957614899176,311.5567768098076,1313,60.818630219065554,38,0,Heat Dissipation Failure
1,303.21194156662966,311.1313450951852,1306,54.32238588577768,37,0,Heat Dissipation Failure
1,302.3117333844889,310.9106667131717,1378,49.21786630857772,34,0,Heat Dissipation Failure
1,302.20901905915724,310.61823570563206,1368,48.69841930145866,203,0,Heat Dissipation Failure
1,302.15000420199027,310.5499957980098,1323,58.46244642462455,87,0,Heat Dissipation Failure
1,302.52333773348255,310.2,1311,55.960369612534315,87,0,Heat Dissipation Failure
1,303.27403911819766,311.5464748697093,1249,64.59070957889531,139,0,Heat Dissipation Failure
1,302.3670622718285,310.0936498174628,1315,52.38136555749831,147,0,Heat Dissipation Failure
1,303.25429366101446,311.6022556828053,1306,60.64614174817796,213,0,Heat Dissipation Failure
1,302.42106665176595,310.2421333035319,1350,47.20666517659448,172,0,Heat Dissipation Failure
1,302.4532330602587,310.57263142181097,1351,58.72691884214899,103,0,Heat Dissipation Failure
1,302.2169160690837,310.68768705181276,1327,58.45696162003964,90,0,Heat Dissipation Failure
1,302.46557773017844,310.65904411124893,1352,57.87513661768916,102,0,Heat Dissipation Failure
0,302.2508660008999,310.26589400167126,1286,58.51849200437101,139,0,Heat Dissipation Failure
1,302.67905137772806,311.07905137772804,1303,58.165216705092845,122,0,Heat Dissipation Failure
1,303.45440387778274,311.8544038777827,1343,49.57053699182258,93,0,Heat Dissipation Failure
1,302.660173552141,310.5769848455918,1371,48.33629063702782,106,0,Heat Dissipation Failure
1,301.4887810090489,309.74439050452446,1343,62.4,109,0,Heat Dissipation Failure
1,302.30128422269644,310.1,1358,54.74807366595528,62,0,Heat Dissipation Failure
1,303.42103847521236,311.4923251934714,1360,47.081443955254485,61,0,Heat Dissipation Failure
1,302.2884779127373,310.4115220872627,1317,56.69690661259951,87,0,Heat Dissipation Failure
1,302.2769017418843,310.12614104513057,1356,45.93706815518695,170,0,Heat Dissipation Failure
