Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
1,301.8579071740954,310.3579071740954,1283,62.89260421699018,21,Heat Dissipation Failure
0,302.2485622399672,310.6485622399672,1356,56.75718880016396,104,Heat Dissipation Failure
0,302.10244485873665,310.5024448587366,1356,57.48777570631681,106,Heat Dissipation Failure
1,303.57285082938006,311.97285082938004,1309,52.628508293800195,83,Heat Dissipation Failure
1,302.0315865421144,309.94286745001233,1307,57.67671017370636,197,Heat Dissipation Failure
0,302.3249527361748,310.9071293531928,1366,48.61031591918768,129,Heat Dissipation Failure
1,302.5163728957879,310.78538972948456,1329,57.80050926833544,96,Heat Dissipation Failure
2,302.3191923747243,310.7293654372834,1373,47.79040381263783,69,Heat Dissipation Failure
1,302.36995350074795,310.2799690004987,1374,50.8995350074797,163,Heat Dissipation Failure
1,302.28151527966946,310.4913129604407,1332,52.49353424286473,156,Heat Dissipation Failure
1,302.7,310.53680884211695,1354,42.849052000333316,10,Heat Dissipation Failure
1,302.31349468214955,310.4486737571339,1332,52.21637942137033,154,Heat Dissipation Failure
0,302.58839696714676,310.98839696714674,1354,54.9519388036901,100,Heat Dissipation Failure
1,302.4764480772568,310.4106706297347,1357,45.647560839646246,13,Heat Dissipation Failure
1,302.6888300005448,310.6869683339689,1368,47.45532000217907,10,Heat Dissipation Failure
1,303.0667152357333,311.20749375241473,1312,52.04798085469647,75,Heat Dissipation Failure
1,302.34100923032804,310.48262532496864,1334,57.504248050188274,177,Heat Dissipation Failure
1,302.49992310809836,310.79992310809837,1362,55.033153918896176,153,Heat Dissipation Failure
0,302.4930883986419,310.89308839864185,1356,55.53455800679076,101,Heat Dissipation Failure
1,302.44625470277896,310.27166039629475,1329,51.065792575915864,149,Heat Dissipation Failure
1,303.1562954604902,311.3844431907353,1336,53.782204670293865,176,Heat Dissipation Failure
2,300.92612365229814,309.5121099131539,1341,61.433051999047585,112,Heat Dissipation Failure
1,302.9377118868847,311.06036210983575,1372,54.33397533442653,117,Heat Dissipation Failure
1,302.51203781495053,310.8157352953461,1329,57.56207982228044,96,Heat Dissipation Failure
1,302.18076858361445,310.27423057508435,1360,56.61307601706019,68,Heat Dissipation Failure
1,302.4,310.3284946315178,1373,51.45645168366023,162,Heat Dissipation Failure
1,303.29934868560116,311.5986973712024,1332,50.62344731835692,219,Heat Dissipation Failure
1,302.9586509342106,311.1900618377193,1335,52.694232710526286,169,Heat Dissipation Failure
2,302.344588661986,310.54329070411217,1359,48.72639817051396,64,Heat Dissipation Failure
1,302.4788413905018,311.0496997450786,1364,47.05609330241225,38,Heat Dissipation Failure
1,302.2854981898292,310.27318727372864,1321,58.20506001101515,50,Heat Dissipation Failure
2,302.18260362940964,310.0826036294097,1365,50.4692359116283,10,Heat Dissipation Failure
0,303.16654072922904,311.44144627615077,1373,52.541068463837874,110,Heat Dissipation Failure
1,302.081348921731,310.0450791373848,1374,49.47928417734734,173,Heat Dissipation Failure
1,301.5413932163687,310.00604491227654,1262,63.200103578974776,21,Heat Dissipation Failure
1,302.14461607510515,310.3276919624474,1353,59.59077682615701,107,Heat Dissipation Failure
1,302.25824064046253,310.50476069383444,1323,51.18644250847839,193,Heat Dissipation Failure
1,301.804908159042,309.9052857097375,1334,60.96828574157497,181,Heat Dissipation Failure
1,302.4592537001959,310.49652048150716,1299,55.81951532250221,224,Heat Dissipation Failure
2,303.30802837855714,311.6896340542686,1338,48.23241972733403,208,Heat Dissipation Failure
1,302.42092784162656,310.7481009275999,1361,51.78177424888045,66,Heat Dissipation Failure
1,301.94433113285635,310.16469206059435,1319,49.95696360368737,189,Heat Dissipation Failure
1,303.17862444048603,311.378624440486,1373,47.664126678541905,62,Heat Dissipation Failure
1,302.04329772075124,310.54329772075124,1326,57.86389031237614,86,Heat Dissipation Failure
2,302.7698482971151,310.67531957329015,1364,51.6001193678442,60,Heat Dissipation Failure
2,302.6374173481071,310.49569558017856,1376,51.036756132964015,110,Heat Dissipation Failure
1,302.4,310.4479925277525,1370,53.350957034576695,158,Heat Dissipation Failure
1,302.2,310.6,1342,50.40343812064227,160,Heat Dissipation Failure
1,303.4412567519438,311.74023832136254,1308,53.05874324805623,86,Heat Dissipation Failure
0,302.0467797034562,310.4467797034562,1356,57.76610148271916,107,Heat Dissipation Failure
1,302.99333137976015,311.29333137976016,1334,53.57332551904059,163,Heat Dissipation Failure
1,302.16440545648123,310.11499175078313,1307,56.01917830306518,199,Heat Dissipation Failure
1,303.35270501755224,311.70541003510453,1310,59.39197059677688,218,Heat Dissipation Failure
1,302.2846026997127,310.66345202478453,1333,52.94619190086188,157,Heat Dissipation Failure
1,303.3263964599574,311.6527929199148,1302,49.29703713322556,217,Heat Dissipation Failure
1,302.56799838869125,310.42401127916116,1326,60.63991137801934,93,Heat Dissipation Failure
1,302.943350838347,310.8409329613823,1359,50.59896200853588,61,Heat Dissipation Failure
1,302.8212378281728,310.9862422542918,1372,54.397506639178474,118,Heat Dissipation Failure
0,301.9684322735146,310.47245770136846,1375,54.88792371643859,125,Heat Dissipation Failure
1,302.58515814000174,310.9851581400017,1329,49.83187437985693,108,Heat Dissipation Failure
1,301.6408631131105,310.1408631131105,1363,54.73755905912702,70,Heat Dissipation Failure
1,302.4559357508568,310.4152583759996,1363,46.523743003427185,8,Heat Dissipation Failure
1,303.2385973350779,311.2435418205608,1360,48.4248741689719,61,Heat Dissipation Failure
1,302.28489907568814,310.1,1358,54.772651386467736,62,Heat Dissipation Failure
2,303.2913809974082,311.49482859844494,1372,47.271557291447124,60,Heat Dissipation Failure
0,302.7,310.7920108269688,1275,55.0039945865156,24,Heat Dissipation Failure
1,302.8933008687023,311.13464069496183,1333,52.35196104244274,164,Heat Dissipation Failure
1,302.7267630568512,310.84460509475207,1369,54.51503885058262,152,Heat Dissipation Failure
1,303.4036030697817,311.55180153489084,1366,46.88558772087318,61,Heat Dissipation Failure
2,303.3902979174576,311.79104423149937,1316,50.961197751421196,69,Heat Dissipation Failure
1,302.4185672534176,310.7072239435889,1309,55.96286549316475,41,Heat Dissipation Failure
1,302.6898749773209,311.0462613450808,1366,54.93130672540388,147,Heat Dissipation Failure
1,301.8114612596065,310.3114612596065,1297,60.40945400937584,29,Heat Dissipation Failure
1,302.8928876825249,310.9857753650498,1369,50.61002714319,65,Heat Dissipation Failure
1,303.37669810356033,311.75339620712066,1304,57.29499846609033,215,Heat Dissipation Failure
1,301.7494863964146,310.1,1361,55.575770405378066,68,Heat Dissipation Failure
1,302.9704118835919,310.89388251145584,1359,52.79621427285194,64,Heat Dissipation Failure
0,302.421076309943,310.3475341696009,1348,60.945734613933645,104,Heat Dissipation Failure
1,302.3893763806831,310.7657043330977,1344,49.63094647443993,161,Heat Dissipation Failure
2,302.55363655748346,310.77924265039735,1334,56.352574562185424,170,Heat Dissipation Failure
1,302.0170060406788,310.03604832543004,1310,55.474244915155545,198,Heat Dissipation Failure
1,302.701246661565,310.77655832695626,1267,55.846883346087466,213,Heat Dissipation Failure
1,302.4,310.3291502145638,1353,47.605514162537645,164,Heat Dissipation Failure
0,302.7,310.45319535723576,1301,55.17340232138212,20,Heat Dissipation Failure
0,302.4354146334006,310.66770731670033,1278,57.57970732434349,24,Heat Dissipation Failure
1,302.3928940360114,310.7584683898264,1373,48.08961709745662,69,Heat Dissipation Failure
1,302.8903201562234,311.031850292919,1320,60.20765068347755,48,Heat Dissipation Failure
0,302.0634051743491,310.48170258717454,1283,61.20679955009611,22,Heat Dissipation Failure
1,302.274639473987,310.4507210520259,1346,53.060640812033824,107,Heat Dissipation Failure
1,302.7130059915657,311.04888024262,1334,53.45650299578285,162,Heat Dissipation Failure
1,302.40043548233257,310.896951623672,1348,46.11959670496543,148,Heat Dissipation Failure
2,302.1519816484738,310.0519816484738,1361,48.47880715079773,9,Heat Dissipation Failure
1,303.2971771212379,311.59435424247584,1315,57.504022122089374,221,Heat Dissipation Failure
1,302.8473185700715,310.9209778551072,1343,55.83805196140186,187,Heat Dissipation Failure
1,302.4,310.3,1374,52.39178280405437,161,Heat Dissipation Failure
1,302.4,310.60040904992985,1359,52.867935568639574,157,Heat Dissipation Failure
0,302.4548869930202,310.5842089511415,1351,58.61279748160511,103,Heat Dissipation Failure
1,301.99691051381905,310.3,1336,52.750405872217634,61,Heat Dissipation Failure
1,303.1448590486589,311.25522389780537,1308,53.35514095134116,86,Heat Dissipation Failure
1,302.15381647564936,310.3492367048701,1372,52.106106361039004,157,Heat Dissipation Failure
2,302.38076842272153,310.2538526182275,1358,52.56145280848588,62,Heat Dissipation Failure
1,302.55360637365453,310.57524461558154,1330,51.35048923116315,151,Heat Dissipation Failure
1,302.3508362825955,310.29832743480904,1346,58.73730305336364,106,Heat Dissipation Failure
0,302.6318737198813,310.4,1303,55.847199661127426,20,Heat Dissipation Failure
1,302.53229659325183,310.36583727460146,1356,45.0869867722642,10,Heat Dissipation Failure
1,302.4,310.31909439418666,1373,51.371849547679865,162,Heat Dissipation Failure
1,303.0533055290095,311.3,1335,53.06694470990529,168,Heat Dissipation Failure
1,302.7789266272057,310.8946988165438,1340,50.46812721874736,165,Heat Dissipation Failure
1,302.63435235559143,310.98005831114256,1340,51.223290311344506,162,Heat Dissipation Failure
0,302.4482477532133,310.26469030848335,1305,55.086797182520286,87,Heat Dissipation Failure
1,302.00065697520637,310.2375821219008,1329,60.185282708678564,50,Heat Dissipation Failure
1,302.6504269438612,310.6405123326334,1368,47.906499060338255,11,Heat Dissipation Failure
1,302.32459080883666,310.3508183823266,1349,46.34425165419484,165,Heat Dissipation Failure
1,302.2937483904009,310.5703112928006,1280,59.47594546751566,30,Heat Dissipation Failure
1,301.7,310.2,1315,58.24365710803044,41,Heat Dissipation Failure
1,302.5779529519001,310.35432933669955,1326,61.187412354503465,93,Heat Dissipation Failure
1,303.16834715325655,311.553150912356,1316,61.424018795497325,44,Heat Dissipation Failure
1,302.7279687611688,310.99050165355436,1361,50.27888974796304,65,Heat Dissipation Failure
1,301.79265853832186,310.29265853832186,1340,51.28553639956332,62,Heat Dissipation Failure
1,302.3316625479901,310.8447890924938,1326,47.590372390893265,205,Heat Dissipation Failure
1,302.3162152750414,310.6581076375207,1356,52.11888880132532,157,Heat Dissipation Failure
2,303.1586360848771,311.5103633018526,1335,50.23427646264612,205,Heat Dissipation Failure
1,303.15789349441144,311.3242082899406,1240,55.7116117475377,223,Heat Dissipation Failure
1,302.107712051812,310.59383035855046,1325,59.15089954195883,88,Heat Dissipation Failure
1,302.23312584375594,310.2666407304695,1327,59.40070027732372,52,Heat Dissipation Failure
1,301.88540406846346,310.185621220539,1361,56.19956569584879,69,Heat Dissipation Failure
1,302.8970299269417,310.969802372148,1375,51.260892152973106,109,Heat Dissipation Failure
1,302.4,310.3,1374,52.35767292411031,161,Heat Dissipation Failure
1,302.613665332477,310.91366533247697,1331,52.054661329907866,154,Heat Dissipation Failure
1,303.21747849878835,311.43495699757665,1249,52.939542615108024,224,Heat Dissipation Failure
1,303.36480303180554,311.86480303180554,1303,63.23125760430491,53,Heat Dissipation Failure
1,302.6981817850156,310.99818178501556,1331,52.39272714006229,156,Heat Dissipation Failure
1,303.0480982122377,311.26107365917824,1364,46.9236579260272,65,Heat Dissipation Failure
1,302.5884106836201,310.4107285468961,1354,43.98715060104524,10,Heat Dissipation Failure
1,302.25518646085055,310.25113462350373,1300,64.03038878010145,224,Heat Dissipation Failure
2,302.7469504857703,310.63970075564276,1363,51.785846059862905,60,Heat Dissipation Failure
0,302.08280254028153,310.5935556308864,1375,54.8677407281856,124,Heat Dissipation Failure
1,301.98648938208873,310.4629013687918,1373,48.01572534219795,72,Heat Dissipation Failure
1,302.06618295315604,310.466182953156,1339,54.65921200615191,109,Heat Dissipation Failure
1,302.45034250407383,310.17517125203693,1327,51.12140370722478,144,Heat Dissipation Failure
1,303.3892125658589,311.78202094309813,1316,50.99109388830279,68,Heat Dissipation Failure
1,303.2389389779667,311.47787795593337,1315,50.656553005031455,224,Heat Dissipation Failure
1,302.57326126992405,310.71282888946826,1330,51.62565777893656,152,Heat Dissipation Failure
1,303.1738900655524,311.47389006555244,1334,55.822648008031116,191,Heat Dissipation Failure
1,302.43637562875676,310.28483249499095,1330,51.151411217441186,150,Heat Dissipation Failure
0,302.1194988401058,310.51949884010577,1356,57.40250579947112,106,Heat Dissipation Failure
1,302.8874861745788,311.1874861745788,1333,53.149944698315146,161,Heat Dissipation Failure
1,302.4,310.3,1374,51.96553453826281,161,Heat Dissipation Failure
1,302.0983526116059,310.4811900787806,1310,56.60329477678821,40,Heat Dissipation Failure
1,302.10982574137347,310.5921394069013,1325,59.1648498930646,88,Heat Dissipation Failure
1,302.5276358340843,310.9276358340843,1329,49.75782665465093,110,Heat Dissipation Failure
1,301.95873179765704,310.3656098313809,1356,58.15131674192411,108,Heat Dissipation Failure
1,302.30494223221893,310.17078519351577,1353,43.972817722795824,7,Heat Dissipation Failure
1,303.03385068794256,311.3,1335,53.26149312057453,166,Heat Dissipation Failure
1,302.4042550876646,310.2078009940518,1350,45.16028040858215,167,Heat Dissipation Failure
1,303.11630082599646,311.3761754818313,1360,45.70062672082594,63,Heat Dissipation Failure
1,302.8254398957486,311.0603519165989,1360,49.41542508421426,106,Heat Dissipation Failure
2,302.26126913039604,310.21991245054,1352,47.02056873471604,5,Heat Dissipation Failure
1,302.8924337458227,311.076467110886,1335,53.94119733468407,173,Heat Dissipation Failure
1,303.2480998999657,311.45305827498004,1360,45.97520812492859,63,Heat Dissipation Failure
1,303.1779198231896,311.30932334703743,1308,53.32208017681044,86,Heat Dissipation Failure
1,302.59551394423727,310.2314023903394,1325,62.153266933047554,92,Heat Dissipation Failure
1,302.3151983104915,310.70196240763016,1373,48.075490601907546,69,Heat Dissipation Failure
1,302.8219740494406,311.0837575940094,1335,52.78535063370626,167,Heat Dissipation Failure
1,301.95250993781167,310.4050198756233,1322,46.5380281063363,200,Heat Dissipation Failure
1,302.068429730725,309.98356402157657,1298,60.80252093325636,226,Heat Dissipation Failure
1,302.43781296146545,310.1567194421982,1358,55.09156849905121,62,Heat Dissipation Failure
1,302.76014265073593,310.72028530147185,1365,53.596790358441524,66,Heat Dissipation Failure
2,302.841868229607,311.1312988168082,1330,54.08578356715361,199,Heat Dissipation Failure
1,302.90323135897603,310.9064627179521,1344,48.465988574413984,6,Heat Dissipation Failure
1,301.77718360352304,310.27718360352304,1338,52.94135442303782,60,Heat Dissipation Failure
1,303.3483877264564,311.69677545291285,1303,52.79364850657172,217,Heat Dissipation Failure
1,303.3795064653044,311.75901293060883,1299,60.344206889741336,216,Heat Dissipation Failure
1,303.2339702385703,311.6431941142053,1316,50.65095535785548,69,Heat Dissipation Failure
1,301.8398668925937,310.3398668925937,1311,57.80211731620698,40,Heat Dissipation Failure
1,303.1301426644412,311.35554533191714,1324,53.62208931492306,226,Heat Dissipation Failure
1,302.3570186426316,310.72212561093573,1334,53.09532090491225,161,Heat Dissipation Failure
1,302.2,310.6,1345,49.401708571299196,160,Heat Dissipation Failure
1,303.32009113396856,311.82009113396856,1311,62.381731545402495,45,Heat Dissipation Failure
